_geojson,flow,cost,type,fid,v/c
"{""type"":""Feature"",""properties"":{""flow"":1481.6113914000844,""cost"":0,""type"":""footpath"",""fid"":1501,""v/c"":0.49387046380002814},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21093110202628,-33.87889349913162,0],[151.210920781622,-33.87908732850892,0]]}}",1481.6113914000844,0,footpath,1501,0.49387046380002814
"{""type"":""Feature"",""properties"":{""flow"":28739.979862860986,""cost"":0,""type"":""footpath"",""fid"":1502,""v/c"":9.57999328762033},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21039065835768,-33.86353371535144,0],[151.21106730851758,-33.86346480106775,0]]}}",28739.979862860986,0,footpath,1502,9.57999328762033
"{""type"":""Feature"",""properties"":{""flow"":35908.944250221815,""cost"":0,""type"":""footpath"",""fid"":1503,""v/c"":11.969648083407272},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21072855091103,-33.86629948136616,0],[151.21009222184247,-33.86620741637692,0]]}}",35908.944250221815,0,footpath,1503,11.969648083407272
"{""type"":""Feature"",""properties"":{""flow"":7613.614298298293,""cost"":0,""type"":""footpath"",""fid"":1504,""v/c"":2.5378714327660976},""geometry"":{""type"":""LineString"",""coordinates"":[[151.212901391933,-33.86296071071581,0],[151.21289124714724,-33.86301821819192,0],[151.21285993193626,-33.863249468093926,0]]}}",7613.614298298293,0,footpath,1504,2.5378714327660976
"{""type"":""Feature"",""properties"":{""flow"":13982.702220983365,""cost"":0,""type"":""footpath"",""fid"":1505,""v/c"":4.660900740327788},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20366100162818,-33.868771147613884,0],[151.20366016893703,-33.86876203158828,0],[151.20365903019731,-33.868734009987385,0],[151.2036313813779,-33.868514612724894,0],[151.2035489005095,-33.86789816534275,0],[151.20348412287402,-33.867338951472824,0],[151.20342716422854,-33.86686906716871,0]]}}",13982.702220983365,0,footpath,1505,4.660900740327788
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1506,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21482431497657,-33.871578248964866,0],[151.21497814555514,-33.87145250944963,0],[151.21501181061427,-33.8714247076395,0],[151.21510370874097,-33.87134872584519,0],[151.21560630302588,-33.87091914587996,0],[151.21606928461804,-33.87050522217017,0]]}}",0,0,footpath,1506,0
"{""type"":""Feature"",""properties"":{""flow"":60365.23468348448,""cost"":0,""type"":""footpath"",""fid"":1507,""v/c"":20.121744894494828},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20511160938875,-33.87274667626326,0],[151.2050676779714,-33.87244854581754,0]]}}",60365.23468348448,0,footpath,1507,20.121744894494828
"{""type"":""Feature"",""properties"":{""flow"":17748.404796781862,""cost"":0,""type"":""footpath"",""fid"":1508,""v/c"":5.916134932260621},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20745731244253,-33.878138096369284,0],[151.2077649604899,-33.8781862353342,0]]}}",17748.404796781862,0,footpath,1508,5.916134932260621
"{""type"":""Feature"",""properties"":{""flow"":8180.4350260992505,""cost"":0,""type"":""footpath"",""fid"":1509,""v/c"":2.7268116753664167},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20123542064766,-33.88430640272718,0],[151.20132494341462,-33.884865560912026,0]]}}",8180.4350260992505,0,footpath,1509,2.7268116753664167
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1510,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20093184359894,-33.88491751100458,0],[151.2009283616434,-33.8849358899563,0],[151.20096250260914,-33.88551114198823,0],[151.2009872351892,-33.885966146799284,0]]}}",0,0,footpath,1510,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1511,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21700791557836,-33.87795256690812,0],[151.21646365068773,-33.87787544674212,0]]}}",0,0,footpath,1511,0
"{""type"":""Feature"",""properties"":{""flow"":43389.46809427879,""cost"":0,""type"":""footpath"",""fid"":1512,""v/c"":14.463156031426262},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20645101135594,-33.87272568824585,0],[151.20603151143618,-33.8727067830233,0],[151.20574958809536,-33.8726954001248,0]]}}",43389.46809427879,0,footpath,1512,14.463156031426262
"{""type"":""Feature"",""properties"":{""flow"":30511.022310537428,""cost"":0,""type"":""footpath"",""fid"":1513,""v/c"":10.170340770179143},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20624474916863,-33.87081886896411,0],[151.20617060537023,-33.870826939024816,0],[151.20558057043513,-33.87089117456391,0]]}}",30511.022310537428,0,footpath,1513,10.170340770179143
"{""type"":""Feature"",""properties"":{""flow"":1535.1292566353623,""cost"":0,""type"":""footpath"",""fid"":1514,""v/c"":0.5117097522117874},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2119069581637,-33.8774449100216,0],[151.21216117361385,-33.8776515974418,0]]}}",1535.1292566353623,0,footpath,1514,0.5117097522117874
"{""type"":""Feature"",""properties"":{""flow"":1166.4955942392544,""cost"":0,""type"":""footpath"",""fid"":1515,""v/c"":0.3888318647464181},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2121955830887,-33.87765638653134,0],[151.21242891634722,-33.87778696365703,0]]}}",1166.4955942392544,0,footpath,1515,0.3888318647464181
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1516,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21216117361385,-33.8776515974418,0],[151.21199134864807,-33.87788636973081,0],[151.2117972595861,-33.878150154703995,0],[151.2115921424335,-33.87843206037967,0],[151.21149578221977,-33.8785799478866,0],[151.2114667890846,-33.87863757889925,0]]}}",0,0,footpath,1516,0
"{""type"":""Feature"",""properties"":{""flow"":381.8089082475051,""cost"":0,""type"":""footpath"",""fid"":1517,""v/c"":0.1272696360825017},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21176012339885,-33.87875713638239,0],[151.21171216000116,-33.87905288210253,0],[151.21169510679206,-33.879167609620815,0]]}}",381.8089082475051,0,footpath,1517,0.1272696360825017
"{""type"":""Feature"",""properties"":{""flow"":53.22112351618523,""cost"":0,""type"":""footpath"",""fid"":1518,""v/c"":0.017740374505395076},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21169068400613,-33.87919440685424,0],[151.21167938012127,-33.87925650878484,0],[151.21165672270726,-33.87936100654712,0],[151.2116202647861,-33.879405089499095,0],[151.21155373696757,-33.87944340821423,0],[151.211323859615,-33.879545086973806,0],[151.21111681454695,-33.87963242885644,0],[151.21109858678696,-33.87964452084236,0],[151.21101217311943,-33.87968662722911,0],[151.21094808826544,-33.87970286082121,0]]}}",53.22112351618523,0,footpath,1518,0.017740374505395076
"{""type"":""Feature"",""properties"":{""flow"":807.5933261414692,""cost"":0,""type"":""footpath"",""fid"":1519,""v/c"":0.2691977753804897},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21180188719296,-33.87876865753865,0],[151.21186705292754,-33.87879085257319,0],[151.21194829268794,-33.878831486279296,0],[151.21287547204219,-33.87925618443137,0]]}}",807.5933261414692,0,footpath,1519,0.2691977753804897
"{""type"":""Feature"",""properties"":{""flow"":787.7105816238585,""cost"":0,""type"":""footpath"",""fid"":1520,""v/c"":0.2625701938746195},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21169510679206,-33.879167609620815,0],[151.21096462210886,-33.879076594689884,0]]}}",787.7105816238585,0,footpath,1520,0.2625701938746195
"{""type"":""Feature"",""properties"":{""flow"":23035.85388083998,""cost"":0,""type"":""footpath"",""fid"":1521,""v/c"":7.678617960279993},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20254374535833,-33.874373093533904,0],[151.20259305388583,-33.87434649021633,0],[151.20275098667742,-33.87445335109005,0],[151.20283167446138,-33.87451899863123,0],[151.20295527425804,-33.87455818730061,0],[151.20303176585477,-33.87458726316642,0]]}}",23035.85388083998,0,footpath,1521,7.678617960279993
"{""type"":""Feature"",""properties"":{""flow"":599.2884628812437,""cost"":0,""type"":""footpath"",""fid"":1522,""v/c"":0.1997628209604146},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2088323942552,-33.85384514050233,0],[151.20875454003033,-33.85384100204952,0],[151.20867116337908,-33.853833710068365,0],[151.20859633454123,-33.853837824203644,0],[151.2085201868037,-33.85385206159028,0],[151.208452497613,-33.85387103591644,0],[151.20841436909365,-33.853892228367215,0],[151.2083835711195,-33.85391750925014,0],[151.20834287716957,-33.85397537011515,0],[151.20831151904773,-33.85404859916275,0],[151.2082813108051,-33.854174652903865,0],[151.208126261155,-33.85477679417538,0]]}}",599.2884628812437,0,footpath,1522,0.1997628209604146
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1523,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21667615780933,-33.88142946507004,0],[151.21688219074528,-33.881464602826426,0],[151.217042360162,-33.881452669161355,0]]}}",0,0,footpath,1523,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1524,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21679658057965,-33.88353424970551,0],[151.2163946648634,-33.88331089722852,0],[151.21622423500028,-33.88327715491134,0]]}}",0,0,footpath,1524,0
"{""type"":""Feature"",""properties"":{""flow"":17.14755436727291,""cost"":0,""type"":""footpath"",""fid"":1525,""v/c"":0.005715851455757637},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21673042508718,-33.88254275949638,0],[151.2165979612158,-33.883126510956686,0]]}}",17.14755436727291,0,footpath,1525,0.005715851455757637
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1526,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21430806123024,-33.88627368740995,0],[151.2146551280373,-33.88634325558751,0]]}}",0,0,footpath,1526,0
"{""type"":""Feature"",""properties"":{""flow"":30439.791683814685,""cost"":0,""type"":""footpath"",""fid"":1527,""v/c"":10.146597227938228},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20427334729882,-33.88271279533323,0],[151.20427875795704,-33.88269606722602,0],[151.20452014951658,-33.88199378573153,0]]}}",30439.791683814685,0,footpath,1527,10.146597227938228
"{""type"":""Feature"",""properties"":{""flow"":5119.109707104696,""cost"":0,""type"":""footpath"",""fid"":1528,""v/c"":1.706369902368232},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2052762325916,-33.8585414656088,0],[151.20526181064935,-33.858539709897144,0],[151.20433580279712,-33.85842815915973,0]]}}",5119.109707104696,0,footpath,1528,1.706369902368232
"{""type"":""Feature"",""properties"":{""flow"":93.22809084380194,""cost"":0,""type"":""footpath"",""fid"":1529,""v/c"":0.031076030281267313},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21400631826677,-33.879247789824575,0],[151.2131113021714,-33.87887795395915,0]]}}",93.22809084380194,0,footpath,1529,0.031076030281267313
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1530,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21580365971437,-33.87197319849783,0],[151.21580284010898,-33.871974286734044,0],[151.21578291083185,-33.87203356861762,0],[151.2157752834609,-33.87211501834224,0],[151.2157782493737,-33.872158263899436,0]]}}",0,0,footpath,1530,0
"{""type"":""Feature"",""properties"":{""flow"":26007.840964276256,""cost"":0,""type"":""footpath"",""fid"":1531,""v/c"":8.669280321425418},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20490396806363,-33.86516468317009,0],[151.20520016172517,-33.86514335769415,0],[151.20560857058493,-33.865110664818395,0]]}}",26007.840964276256,0,footpath,1531,8.669280321425418
"{""type"":""Feature"",""properties"":{""flow"":26941.93578800782,""cost"":0,""type"":""footpath"",""fid"":1532,""v/c"":8.980645262669274},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20560857058493,-33.865110664818395,0],[151.20564139656807,-33.86559087728864,0],[151.20566026442194,-33.865752333020275,0],[151.20568445681843,-33.865967666996745,0],[151.20574435816314,-33.866500281316746,0],[151.20575629534443,-33.86660562746263,0]]}}",26941.93578800782,0,footpath,1532,8.980645262669274
"{""type"":""Feature"",""properties"":{""flow"":10193.944135370177,""cost"":0,""type"":""footpath"",""fid"":1533,""v/c"":3.3979813784567257},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2030328713617,-33.88493910837505,0],[151.20294735292387,-33.88521955681448,0],[151.2028869450863,-33.885341780702255,0]]}}",10193.944135370177,0,footpath,1533,3.3979813784567257
"{""type"":""Feature"",""properties"":{""flow"":12654.022431155012,""cost"":0,""type"":""footpath"",""fid"":1534,""v/c"":4.21800747705167},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2090575118674,-33.8746350943087,0],[151.20969002052996,-33.87470245786084,0]]}}",12654.022431155012,0,footpath,1534,4.21800747705167
"{""type"":""Feature"",""properties"":{""flow"":34243.14801143325,""cost"":0,""type"":""footpath"",""fid"":1535,""v/c"":11.414382670477751},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2103643071072,-33.864299720885704,0],[151.21043620138727,-33.86431320281343,0],[151.21048521048957,-33.86433336662133,0],[151.21051715024421,-33.864349989035475,0]]}}",34243.14801143325,0,footpath,1535,11.414382670477751
"{""type"":""Feature"",""properties"":{""flow"":16806.6373089189,""cost"":0,""type"":""footpath"",""fid"":1536,""v/c"":5.6022124363063},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21115000085365,-33.864793040993604,0],[151.21155387968955,-33.86508588132045,0]]}}",16806.6373089189,0,footpath,1536,5.6022124363063
"{""type"":""Feature"",""properties"":{""flow"":10607.580899678223,""cost"":0,""type"":""footpath"",""fid"":1537,""v/c"":3.5358602998927413},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20903572377506,-33.87463277376986,0],[151.2089515344754,-33.87507065984245,0],[151.20892161607617,-33.875279492008474,0],[151.20876330255166,-33.876542000729245,0],[151.20876710790384,-33.87674784372252,0]]}}",10607.580899678223,0,footpath,1537,3.5358602998927413
"{""type"":""Feature"",""properties"":{""flow"":34136.547335416326,""cost"":0,""type"":""footpath"",""fid"":1538,""v/c"":11.378849111805442},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20870974482926,-33.864991126426276,0],[151.20867263815197,-33.86525505867411,0]]}}",34136.547335416326,0,footpath,1538,11.378849111805442
"{""type"":""Feature"",""properties"":{""flow"":13265.065975312333,""cost"":0,""type"":""footpath"",""fid"":1539,""v/c"":4.421688658437445},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20866905527382,-33.86528194138822,0],[151.20862462529774,-33.86563501847988,0]]}}",13265.065975312333,0,footpath,1539,4.421688658437445
"{""type"":""Feature"",""properties"":{""flow"":1409.9911208033234,""cost"":0,""type"":""footpath"",""fid"":1540,""v/c"":0.46999704026777445},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21524178510379,-33.87932120113874,0],[151.21593563300146,-33.87988490773746,0]]}}",1409.9911208033234,0,footpath,1540,0.46999704026777445
"{""type"":""Feature"",""properties"":{""flow"":7973.204793826913,""cost"":0,""type"":""footpath"",""fid"":1541,""v/c"":2.657734931275638},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21191521276643,-33.863325830936304,0],[151.21199480183776,-33.86281616623103,0],[151.2121566660743,-33.86193664944078,0]]}}",7973.204793826913,0,footpath,1541,2.657734931275638
"{""type"":""Feature"",""properties"":{""flow"":20867.089582965767,""cost"":0,""type"":""footpath"",""fid"":1542,""v/c"":6.955696527655256},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20686213299317,-33.880084762918905,0],[151.20686110633804,-33.88008909944173,0],[151.20671022359528,-33.88064225694661,0],[151.20660458066288,-33.880862521955365,0],[151.20636786005744,-33.88114350967036,0]]}}",20867.089582965767,0,footpath,1542,6.955696527655256
"{""type"":""Feature"",""properties"":{""flow"":15418.607662402781,""cost"":0,""type"":""footpath"",""fid"":1543,""v/c"":5.139535887467594},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2126354804987,-33.87366733107512,0],[151.21264203415814,-33.873590980401815,0],[151.2127686880341,-33.872727563231685,0],[151.2128334602351,-33.87232064020639,0],[151.21286055362643,-33.872149909530584,0],[151.21288673332378,-33.87192498041749,0],[151.2129997327583,-33.87095178109425,0],[151.21302308858043,-33.87075066241557,0],[151.21302244740258,-33.87065444857185,0],[151.21300343134112,-33.87056737644714,0],[151.21299819803718,-33.87055020258743,0],[151.2129848488713,-33.87050631059315,0]]}}",15418.607662402781,0,footpath,1543,5.139535887467594
"{""type"":""Feature"",""properties"":{""flow"":11168.674312725285,""cost"":0,""type"":""footpath"",""fid"":1544,""v/c"":3.722891437575095},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2069974766683,-33.86204330302323,0],[151.2065191838868,-33.86192228650132,0]]}}",11168.674312725285,0,footpath,1544,3.722891437575095
"{""type"":""Feature"",""properties"":{""flow"":7575.055084150166,""cost"":0,""type"":""footpath"",""fid"":1545,""v/c"":2.5250183613833888},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20642835971728,-33.86190927080191,0],[151.20596100314182,-33.8617350586894,0]]}}",7575.055084150166,0,footpath,1545,2.5250183613833888
"{""type"":""Feature"",""properties"":{""flow"":23096.68671213654,""cost"":0,""type"":""footpath"",""fid"":1546,""v/c"":7.69889557071218},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20381986728503,-33.87345072468456,0],[151.20412199769106,-33.87345311256878,0]]}}",23096.68671213654,0,footpath,1546,7.69889557071218
"{""type"":""Feature"",""properties"":{""flow"":1828.4447094351808,""cost"":0,""type"":""footpath"",""fid"":1547,""v/c"":0.609481569811727},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2132838800272,-33.8805977954656,0],[151.2135580644279,-33.88064650405635,0],[151.21368739741322,-33.880665402542654,0]]}}",1828.4447094351808,0,footpath,1547,0.609481569811727
"{""type"":""Feature"",""properties"":{""flow"":1806.0745405281255,""cost"":0,""type"":""footpath"",""fid"":1548,""v/c"":0.6020248468427085},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21372977383524,-33.880672580547085,0],[151.21430122315314,-33.880782330262754,0],[151.21481814110797,-33.88088320604945,0]]}}",1806.0745405281255,0,footpath,1548,0.6020248468427085
"{""type"":""Feature"",""properties"":{""flow"":1054.416133773434,""cost"":0,""type"":""footpath"",""fid"":1549,""v/c"":0.35147204459114467},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20893467705693,-33.88035078637692,0],[151.20967299542468,-33.88048366525808,0]]}}",1054.416133773434,0,footpath,1549,0.35147204459114467
"{""type"":""Feature"",""properties"":{""flow"":1198.7489796816835,""cost"":0,""type"":""footpath"",""fid"":1550,""v/c"":0.39958299322722785},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20177071092283,-33.88333416575218,0],[151.20135205436358,-33.883493901761234,0]]}}",1198.7489796816835,0,footpath,1550,0.39958299322722785
"{""type"":""Feature"",""properties"":{""flow"":13371.789843933875,""cost"":0,""type"":""footpath"",""fid"":1551,""v/c"":4.457263281311292},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21310050061578,-33.87701767242755,0],[151.21377018544592,-33.87713523807269,0]]}}",13371.789843933875,0,footpath,1551,4.457263281311292
"{""type"":""Feature"",""properties"":{""flow"":4790.663282724501,""cost"":0,""type"":""footpath"",""fid"":1552,""v/c"":1.596887760908167},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2138020297019,-33.87714048981468,0],[151.2145864659994,-33.87726049938882,0],[151.2146772263898,-33.877276114997215,0]]}}",4790.663282724501,0,footpath,1552,1.596887760908167
"{""type"":""Feature"",""properties"":{""flow"":1713.2056647115023,""cost"":0,""type"":""footpath"",""fid"":1553,""v/c"":0.5710685549038341},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21471979764277,-33.87728242204763,0],[151.21482148877422,-33.877295078789324,0],[151.2152287593966,-33.87735953005804,0],[151.21557718484735,-33.87741214634541,0]]}}",1713.2056647115023,0,footpath,1553,0.5710685549038341
"{""type"":""Feature"",""properties"":{""flow"":4129.17572759405,""cost"":0,""type"":""footpath"",""fid"":1554,""v/c"":1.3763919091980166},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2149910538951,-33.87606603476572,0],[151.21499575101544,-33.87604511119758,0],[151.21505780487425,-33.875767372936124,0]]}}",4129.17572759405,0,footpath,1554,1.3763919091980166
"{""type"":""Feature"",""properties"":{""flow"":3168.6968125767544,""cost"":0,""type"":""footpath"",""fid"":1555,""v/c"":1.056232270858918},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21506581483445,-33.87573193239087,0],[151.21513774355776,-33.87541724364272,0]]}}",3168.6968125767544,0,footpath,1555,1.056232270858918
"{""type"":""Feature"",""properties"":{""flow"":3225.4904026686027,""cost"":0,""type"":""footpath"",""fid"":1556,""v/c"":1.075163467556201},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21513774355776,-33.87541724364272,0],[151.21524005784627,-33.87496497935162,0],[151.21533886014473,-33.87451015834979,0]]}}",3225.4904026686027,0,footpath,1556,1.075163467556201
"{""type"":""Feature"",""properties"":{""flow"":33.329916627062175,""cost"":0,""type"":""footpath"",""fid"":1557,""v/c"":0.011109972209020725},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2142240425463,-33.87528413008781,0],[151.21468288087212,-33.87536487149845,0],[151.21509215989394,-33.875424103631715,0]]}}",33.329916627062175,0,footpath,1557,0.011109972209020725
"{""type"":""Feature"",""properties"":{""flow"":1657.1514858937262,""cost"":0,""type"":""footpath"",""fid"":1558,""v/c"":0.552383828631242},""geometry"":{""type"":""LineString"",""coordinates"":[[151.216197719655,-33.8746370516545,0],[151.21615495430476,-33.874846178273266,0],[151.2159919391515,-33.87555669725763,0],[151.21592125966168,-33.875862501335696,0]]}}",1657.1514858937262,0,footpath,1558,0.552383828631242
"{""type"":""Feature"",""properties"":{""flow"":2627.9013611948344,""cost"":0,""type"":""footpath"",""fid"":1559,""v/c"":0.8759671203982782},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2159132017364,-33.87589793457467,0],[151.215845898547,-33.876198669546845,0]]}}",2627.9013611948344,0,footpath,1559,0.8759671203982782
"{""type"":""Feature"",""properties"":{""flow"":12599.404087015228,""cost"":0,""type"":""footpath"",""fid"":1560,""v/c"":4.199801362338409},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21628247105167,-33.8746515770331,0],[151.2166622091427,-33.87470697343659,0]]}}",12599.404087015228,0,footpath,1560,4.199801362338409
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1561,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21670479085898,-33.87471322655978,0],[151.21705659672853,-33.87478548857961,0],[151.21708536056326,-33.87480333564094,0]]}}",0,0,footpath,1561,0
"{""type"":""Feature"",""properties"":{""flow"":264.9585852143813,""cost"":0,""type"":""footpath"",""fid"":1562,""v/c"":0.08831952840479376},""geometry"":{""type"":""LineString"",""coordinates"":[[151.216203676782,-33.87461046337552,0],[151.21577452746791,-33.87454088311458,0],[151.21532341756674,-33.874480706566374,0]]}}",264.9585852143813,0,footpath,1562,0.08831952840479376
"{""type"":""Feature"",""properties"":{""flow"":6990.822902953321,""cost"":0,""type"":""footpath"",""fid"":1563,""v/c"":2.3302743009844407},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20835466821143,-33.88037909804047,0],[151.20844542683474,-33.88040023088723,0]]}}",6990.822902953321,0,footpath,1563,2.3302743009844407
"{""type"":""Feature"",""properties"":{""flow"":1791.5426838689327,""cost"":0,""type"":""footpath"",""fid"":1564,""v/c"":0.5971808946229775},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21124898704156,-33.88293512636289,0],[151.21136204812532,-33.882983838844176,0],[151.21149535457937,-33.88304127360846,0],[151.21160340216656,-33.8830776506874,0],[151.21170218487669,-33.883100543409896,0],[151.21188733460983,-33.88313289809165,0],[151.21192948361846,-33.88314026448257,0]]}}",1791.5426838689327,0,footpath,1564,0.5971808946229775
"{""type"":""Feature"",""properties"":{""flow"":993.6803863683573,""cost"":0,""type"":""footpath"",""fid"":1565,""v/c"":0.3312267954561191},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21197361284868,-33.88314770995403,0],[151.21231975448433,-33.883198469644185,0],[151.21264624384926,-33.88325910686567,0]]}}",993.6803863683573,0,footpath,1565,0.3312267954561191
"{""type"":""Feature"",""properties"":{""flow"":1222.8365824849443,""cost"":0,""type"":""footpath"",""fid"":1566,""v/c"":0.4076121941616481},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2126885691183,-33.88326657391802,0],[151.21309577135835,-33.88333508848197,0]]}}",1222.8365824849443,0,footpath,1566,0.4076121941616481
"{""type"":""Feature"",""properties"":{""flow"":3372.9346044999065,""cost"":0,""type"":""footpath"",""fid"":1567,""v/c"":1.1243115348333022},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21309577135835,-33.88333508848197,0],[151.21430271506532,-33.88355689074744,0]]}}",3372.9346044999065,0,footpath,1567,1.1243115348333022
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1568,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21430271506532,-33.88355689074744,0],[151.21418488181328,-33.88416700712616,0],[151.2141391648707,-33.884416396970806,0]]}}",0,0,footpath,1568,0
"{""type"":""Feature"",""properties"":{""flow"":89.36631928152977,""cost"":0,""type"":""footpath"",""fid"":1569,""v/c"":0.029788773093843257},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2141391648707,-33.884416396970806,0],[151.21401525107555,-33.88507926311402,0]]}}",89.36631928152977,0,footpath,1569,0.029788773093843257
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1570,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21400173837782,-33.88515051389292,0],[151.21384173838857,-33.88598260987787,0],[151.21379736752638,-33.8861993781418,0]]}}",0,0,footpath,1570,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1571,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21379736752638,-33.8861993781418,0],[151.2137185034232,-33.88662388716941,0],[151.2136724083396,-33.88685556107687,0],[151.21365757691535,-33.886934625894845,0]]}}",0,0,footpath,1571,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1572,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2160669391867,-33.88388409745598,0],[151.2161180367496,-33.88389265000759,0],[151.2166301714094,-33.88397952200058,0]]}}",0,0,footpath,1572,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1573,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2166301714094,-33.88397952200058,0],[151.2167542047227,-33.884001123815935,0]]}}",0,0,footpath,1573,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":1574,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2167860813131,-33.88400613529682,0],[151.21686663855402,-33.884017271866036,0],[151.21705485261433,-33.88403795537676,0]]}}",0,0,footpath,1574,0
