_geojson,flow,cost,type,fid,v/c
"{""type"":""Feature"",""properties"":{""flow"":17528.437194570142,""cost"":0,""type"":""footpath"",""fid"":210,""v/c"":5.8428123981900475},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20272156152194,-33.86872134237983,0],[151.2027404892978,-33.86868988735912,0],[151.20275185610816,-33.86865842476399,0],[151.2027493296477,-33.86860417946536,0],[151.20268271431826,-33.868028580090375,0]]}}",17528.437194570142,0,footpath,210,5.8428123981900475
"{""type"":""Feature"",""properties"":{""flow"":16275.398074594967,""cost"":0,""type"":""footpath"",""fid"":211,""v/c"":5.425132691531656},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2026690811501,-33.86790961175931,0],[151.20255576193244,-33.866918308062445,0]]}}",16275.398074594967,0,footpath,211,5.425132691531656
"{""type"":""Feature"",""properties"":{""flow"":21122.98726754683,""cost"":0,""type"":""footpath"",""fid"":212,""v/c"":7.040995755848943},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20898715984666,-33.86477711436099,0],[151.20879847481686,-33.86497790561146,0]]}}",21122.98726754683,0,footpath,212,7.040995755848943
"{""type"":""Feature"",""properties"":{""flow"":44725.506809215076,""cost"":0,""type"":""footpath"",""fid"":213,""v/c"":14.908502269738358},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20965523188312,-33.86431852544659,0],[151.20977333965362,-33.86430984216888,0],[151.21033317998695,-33.864265938694984,0]]}}",44725.506809215076,0,footpath,213,14.908502269738358
"{""type"":""Feature"",""properties"":{""flow"":10717.772864646111,""cost"":0,""type"":""footpath"",""fid"":214,""v/c"":3.572590954882037},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2095478117268,-33.86359803726299,0],[151.20955650041702,-33.86365634917036,0],[151.20964720179342,-33.86426445635782,0],[151.20965523188312,-33.86431852544659,0]]}}",10717.772864646111,0,footpath,214,3.572590954882037
"{""type"":""Feature"",""properties"":{""flow"":1401.1686777931839,""cost"":0,""type"":""footpath"",""fid"":215,""v/c"":0.4670562259310613},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2048198369704,-33.87876215754252,0],[151.20407029097018,-33.878753730219046,0],[151.2037717548476,-33.87874996797553,0]]}}",1401.1686777931839,0,footpath,215,0.4670562259310613
"{""type"":""Feature"",""properties"":{""flow"":1566.7171891821026,""cost"":0,""type"":""footpath"",""fid"":216,""v/c"":0.5222390630607009},""geometry"":{""type"":""LineString"",""coordinates"":[[151.203739193406,-33.87875028204271,0],[151.20339832261786,-33.87876321254353,0]]}}",1566.7171891821026,0,footpath,216,0.5222390630607009
"{""type"":""Feature"",""properties"":{""flow"":28599.180027298866,""cost"":0,""type"":""footpath"",""fid"":217,""v/c"":9.533060009099621},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20410635956586,-33.88322819264973,0],[151.20477334796504,-33.88341942765238,0],[151.20493817872793,-33.88349453367642,0]]}}",28599.180027298866,0,footpath,217,9.533060009099621
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":218,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20588399808204,-33.88217533701557,0],[151.20586596309434,-33.88219908288336,0],[151.20574387418083,-33.88235699981212,0],[151.20554384291302,-33.88265154280611,0]]}}",0,0,footpath,218,0
"{""type"":""Feature"",""properties"":{""flow"":6755.499572193121,""cost"":0,""type"":""footpath"",""fid"":219,""v/c"":2.2518331907310403},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20554384291302,-33.88265154280611,0],[151.2054704077327,-33.88275186141147,0],[151.20528477125316,-33.882931638695844,0],[151.20507241914117,-33.883171190446674,0],[151.2050224413812,-33.88321174839701,0],[151.2049605347866,-33.883242113580984,0],[151.2048962534297,-33.88325781300098,0],[151.20482672893863,-33.8832619138637,0],[151.20475236923784,-33.88326240627908,0],[151.2046857324658,-33.883256225607546,0],[151.20462369549716,-33.88324392096773,0],[151.2045755027364,-33.883223839129776,0],[151.20453888196462,-33.88319064787145,0],[151.20453063915375,-33.88316260107202,0]]}}",6755.499572193121,0,footpath,219,2.2518331907310403
"{""type"":""Feature"",""properties"":{""flow"":2193.232318287266,""cost"":0,""type"":""footpath"",""fid"":220,""v/c"":0.7310774394290886},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2045284252074,-33.88313412819578,0],[151.20452882310045,-33.88312138975507,0],[151.20454465841627,-33.88308155246788,0],[151.2045573159478,-33.8830625555645,0]]}}",2193.232318287266,0,footpath,220,0.7310774394290886
"{""type"":""Feature"",""properties"":{""flow"":1860.412578860502,""cost"":0,""type"":""footpath"",""fid"":221,""v/c"":0.6201375262868339},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20461205617926,-33.883005470569444,0],[151.20471010864222,-33.882933134577634,0],[151.20528839903824,-33.8824538489668,0]]}}",1860.412578860502,0,footpath,221,0.6201375262868339
"{""type"":""Feature"",""properties"":{""flow"":2286.675383787377,""cost"":0,""type"":""footpath"",""fid"":222,""v/c"":0.7622251279291257},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20528839903824,-33.8824538489668,0],[151.20553024990915,-33.88224109327769,0],[151.20566587077028,-33.8821270230435,0]]}}",2286.675383787377,0,footpath,222,0.7622251279291257
"{""type"":""Feature"",""properties"":{""flow"":2286.675383787377,""cost"":0,""type"":""footpath"",""fid"":223,""v/c"":0.7622251279291257},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20566587077028,-33.8821270230435,0],[151.20575263962417,-33.8820777225646,0]]}}",2286.675383787377,0,footpath,223,0.7622251279291257
"{""type"":""Feature"",""properties"":{""flow"":104.42539151530968,""cost"":0,""type"":""footpath"",""fid"":224,""v/c"":0.03480846383843656},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21165880982622,-33.88134175424418,0],[151.21171843891125,-33.880399980200345,0],[151.2117084983744,-33.88037210179191,0],[151.21168654559722,-33.880352578107114,0],[151.21166647693272,-33.880337508328644,0]]}}",104.42539151530968,0,footpath,224,0.03480846383843656
"{""type"":""Feature"",""properties"":{""flow"":1709.328050894533,""cost"":0,""type"":""footpath"",""fid"":225,""v/c"":0.5697760169648443},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2029922592982,-33.88099104832499,0],[151.2037710411333,-33.880698748847216,0],[151.20388390181535,-33.880733392616875,0]]}}",1709.328050894533,0,footpath,225,0.5697760169648443
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":226,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2046053167352,-33.882729221436534,0],[151.20447413773408,-33.88292111852105,0],[151.204459723542,-33.88295165447098,0],[151.20445707387458,-33.8829839349074,0],[151.2044649768097,-33.88301482205595,0],[151.20448201856908,-33.883039226060724,0],[151.20450029080197,-33.883046023915476,0],[151.20452564062685,-33.88304482484543,0],[151.20455527029785,-33.883033979120206,0],[151.20461205617926,-33.883005470569444,0]]}}",0,0,footpath,226,0
"{""type"":""Feature"",""properties"":{""flow"":6219.5506635361335,""cost"":0,""type"":""footpath"",""fid"":227,""v/c"":2.0731835545120445},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21115000085365,-33.864793040993604,0],[151.21022037306858,-33.86575781504868,0],[151.21016034907154,-33.86583215330649,0],[151.21013387360006,-33.86591842574078,0],[151.21009222184247,-33.86620741637692,0]]}}",6219.5506635361335,0,footpath,227,2.0731835545120445
"{""type"":""Feature"",""properties"":{""flow"":24187.19930902339,""cost"":0,""type"":""footpath"",""fid"":228,""v/c"":8.062399769674462},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21056464275316,-33.86433238149888,0],[151.21085154984914,-33.86452952559478,0],[151.2108634570522,-33.86453813037482,0],[151.2111450801246,-33.86474169018385,0]]}}",24187.19930902339,0,footpath,228,8.062399769674462
"{""type"":""Feature"",""properties"":{""flow"":4113.54936635261,""cost"":0,""type"":""footpath"",""fid"":229,""v/c"":1.3711831221175368},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2129860080603,-33.86294588926939,0],[151.21299987375684,-33.86300177227803,0],[151.2130118118864,-33.86302780380252,0],[151.2130437156183,-33.863048638104864,0],[151.2131003867801,-33.86307545065414,0],[151.21316152974762,-33.863084178623396,0],[151.2132459289683,-33.86310049735433,0]]}}",4113.54936635261,0,footpath,229,1.3711831221175368
"{""type"":""Feature"",""properties"":{""flow"":4103.885374792776,""cost"":0,""type"":""footpath"",""fid"":230,""v/c"":1.367961791597592},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21295368944655,-33.863199650996606,0],[151.21298291883627,-33.86318041899313,0],[151.2131078822467,-33.86314912323757,0]]}}",4103.885374792776,0,footpath,230,1.367961791597592
"{""type"":""Feature"",""properties"":{""flow"":833.5405006621615,""cost"":0,""type"":""footpath"",""fid"":231,""v/c"":0.2778468335540539},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21330163724147,-33.863356500909624,0],[151.21319616409787,-33.86335115536364,0],[151.21311120587924,-33.863358464246275,0],[151.213075891222,-33.863355231404164,0]]}}",833.5405006621615,0,footpath,231,0.2778468335540539
"{""type"":""Feature"",""properties"":{""flow"":154.72440011002476,""cost"":0,""type"":""footpath"",""fid"":232,""v/c"":0.05157480003667492},""geometry"":{""type"":""LineString"",""coordinates"":[[151.213075891222,-33.863355231404164,0],[151.21298080501532,-33.86334652678888,0],[151.21293560344606,-33.86333194382523,0]]}}",154.72440011002476,0,footpath,232,0.05157480003667492
"{""type"":""Feature"",""properties"":{""flow"":18850.009786720344,""cost"":0,""type"":""footpath"",""fid"":233,""v/c"":6.283336595573448},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20438574336382,-33.86671634745254,0],[151.20441372571764,-33.866714204308636,0],[151.20498989546994,-33.86666508113625,0]]}}",18850.009786720344,0,footpath,233,6.283336595573448
"{""type"":""Feature"",""properties"":{""flow"":31132.526275373646,""cost"":0,""type"":""footpath"",""fid"":234,""v/c"":10.377508758457882},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21217153865524,-33.87687911957872,0],[151.2122350075382,-33.87689021357614,0],[151.2123620211499,-33.87692636661558,0],[151.21248726822031,-33.87698484285343,0]]}}",31132.526275373646,0,footpath,234,10.377508758457882
"{""type"":""Feature"",""properties"":{""flow"":1784.4285278216269,""cost"":0,""type"":""footpath"",""fid"":235,""v/c"":0.5948095092738757},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2133301026692,-33.876052571551334,0],[151.2132729015516,-33.87632857726735,0],[151.21319576787798,-33.876699335671695,0],[151.2131300216233,-33.87698600060817,0]]}}",1784.4285278216269,0,footpath,235,0.5948095092738757
"{""type"":""Feature"",""properties"":{""flow"":1611.979410307692,""cost"":0,""type"":""footpath"",""fid"":236,""v/c"":0.537326470102564},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20532568429098,-33.86019218280283,0],[151.20521708815156,-33.86014474806957,0],[151.20503810954602,-33.860088883623476,0],[151.20497152355512,-33.860071227488575,0],[151.20492188717714,-33.86006658618684,0],[151.20488988792656,-33.86006561103583,0],[151.20480623464863,-33.86005437115629,0]]}}",1611.979410307692,0,footpath,236,0.537326470102564
"{""type"":""Feature"",""properties"":{""flow"":56.42317260781571,""cost"":0,""type"":""footpath"",""fid"":237,""v/c"":0.018807724202605236},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2090405585038,-33.886633075787124,0],[151.20913712861875,-33.88647592465887,0],[151.20925142407245,-33.88628827601155,0],[151.2092356313195,-33.88556137548084,0]]}}",56.42317260781571,0,footpath,237,0.018807724202605236
"{""type"":""Feature"",""properties"":{""flow"":93272.69150865867,""cost"":0,""type"":""footpath"",""fid"":238,""v/c"":31.09089716955289},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20382660375597,-33.87942664205504,0],[151.20369836628984,-33.87940651247987,0],[151.20357593873172,-33.87938954532966,0],[151.20353379103074,-33.87938003209748,0],[151.20348735999252,-33.87936292722921,0],[151.20343020512234,-33.87931992270347,0]]}}",93272.69150865867,0,footpath,238,31.09089716955289
"{""type"":""Feature"",""properties"":{""flow"":8719.923067384752,""cost"":0,""type"":""footpath"",""fid"":239,""v/c"":2.906641022461584},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20330947049243,-33.87875044085575,0],[151.203208884499,-33.8778992629003,0]]}}",8719.923067384752,0,footpath,239,2.906641022461584
"{""type"":""Feature"",""properties"":{""flow"":8405.109093963949,""cost"":0,""type"":""footpath"",""fid"":240,""v/c"":2.8017030313213165},""geometry"":{""type"":""LineString"",""coordinates"":[[151.203208884499,-33.8778992629003,0],[151.20319832308408,-33.87762621285763,0]]}}",8405.109093963949,0,footpath,240,2.8017030313213165
"{""type"":""Feature"",""properties"":{""flow"":6645.798630297152,""cost"":0,""type"":""footpath"",""fid"":241,""v/c"":2.215266210099051},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20319802367493,-33.877598996337596,0],[151.2031989571089,-33.877337247864794,0]]}}",6645.798630297152,0,footpath,241,2.215266210099051
"{""type"":""Feature"",""properties"":{""flow"":294.62246379251565,""cost"":0,""type"":""footpath"",""fid"":242,""v/c"":0.09820748793083856},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20689180405068,-33.86513726026326,0],[151.20668764954215,-33.86706668802388,0]]}}",294.62246379251565,0,footpath,242,0.09820748793083856
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":243,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21193667220152,-33.886607464890886,0],[151.2115249957716,-33.88648374274572,0],[151.21130804374636,-33.88639123476722,0]]}}",0,0,footpath,243,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":244,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21130804374636,-33.88639123476722,0],[151.2106177221101,-33.88611079166571,0]]}}",0,0,footpath,244,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":245,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21059788377443,-33.88610273226044,0],[151.2098987938593,-33.88582258026422,0]]}}",0,0,footpath,245,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":246,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2098666008899,-33.88580967917552,0],[151.2092791983924,-33.88557828691296,0]]}}",0,0,footpath,246,0
"{""type"":""Feature"",""properties"":{""flow"":8.460568754073263,""cost"":0,""type"":""footpath"",""fid"":247,""v/c"":0.0028201895846910875},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20919591955766,-33.88554653976261,0],[151.20829413026811,-33.88527682552431,0],[151.2082373638677,-33.88527575784822,0]]}}",8.460568754073263,0,footpath,247,0.0028201895846910875
"{""type"":""Feature"",""properties"":{""flow"":2349.662169973709,""cost"":0,""type"":""footpath"",""fid"":248,""v/c"":0.7832207233245696},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20792277813757,-33.88505150416769,0],[151.20802648421548,-33.884977489046165,0],[151.208055612923,-33.88495348661722,0],[151.20807816087398,-33.88492791107565,0],[151.2080948803012,-33.88489690692402,0],[151.20810842875525,-33.88485849289671,0],[151.20813067600866,-33.88477430649585,0]]}}",2349.662169973709,0,footpath,248,0.7832207233245696
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":249,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20746291758,-33.85632154153538,0],[151.20769763756945,-33.85609721584638,0],[151.20782154990007,-33.85597250239628,0],[151.2079948470087,-33.85580261904793,0],[151.20814486752752,-33.855667893234326,0],[151.2082037587799,-33.85559515181228,0],[151.2082458561073,-33.85549295992297,0],[151.20829351528232,-33.85534865737377,0],[151.20839005282483,-33.855035657799284,0],[151.20843996864429,-33.85486981352902,0],[151.20846009897485,-33.854775946265306,0],[151.20852227826185,-33.85446114351502,0],[151.20852324032163,-33.85442396723783,0],[151.20851549080342,-33.85438457109559,0],[151.20850520532656,-33.85435290898009,0],[151.20846916167008,-33.85430938138064,0]]}}",0,0,footpath,249,0
"{""type"":""Feature"",""properties"":{""flow"":2103.9033862194415,""cost"":0,""type"":""footpath"",""fid"":250,""v/c"":0.7013011287398139},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20611635346762,-33.8575964277765,0],[151.2062478967078,-33.85747647975515,0],[151.2064702368466,-33.85727053503092,0],[151.2065193927761,-33.85722496512952,0],[151.20705006693694,-33.85669839446579,0],[151.20712129931997,-33.856633719868746,0],[151.20727271561609,-33.85650745073293,0]]}}",2103.9033862194415,0,footpath,250,0.7013011287398139
"{""type"":""Feature"",""properties"":{""flow"":1359.001628612722,""cost"":0,""type"":""footpath"",""fid"":251,""v/c"":0.45300054287090735},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20348472452827,-33.857641386257804,0],[151.20356976362123,-33.857638181389085,0],[151.20409358930732,-33.85762407507887,0],[151.20534681317912,-33.857598711706295,0]]}}",1359.001628612722,0,footpath,251,0.45300054287090735
"{""type"":""Feature"",""properties"":{""flow"":531.4300166612318,""cost"":0,""type"":""footpath"",""fid"":252,""v/c"":0.17714333888707726},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20348939847565,-33.85827201367472,0],[151.20348839842143,-33.85824751219324,0],[151.20347579892407,-33.85793732252861,0],[151.2034648579988,-33.85767801182565,0]]}}",531.4300166612318,0,footpath,252,0.17714333888707726
"{""type"":""Feature"",""properties"":{""flow"":1327.7220068808533,""cost"":0,""type"":""footpath"",""fid"":253,""v/c"":0.44257400229361776},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20727271561609,-33.85650745073293,0],[151.20746291758,-33.85632154153538,0]]}}",1327.7220068808533,0,footpath,253,0.44257400229361776
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":254,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2072610499816,-33.85578117325323,0],[151.20727630150606,-33.85583459967378,0],[151.20725440806194,-33.85592376931771,0],[151.20721680956746,-33.85602253428592,0],[151.20718150104648,-33.85610001603626,0],[151.207129877653,-33.85618163371644,0],[151.20706856969667,-33.856241406970106,0],[151.2068630778598,-33.85640002826226,0],[151.2067871851725,-33.85644091981138,0],[151.20669478240376,-33.85645834825258,0],[151.20653785319973,-33.85645475059325,0],[151.206509258429,-33.85646013338769,0],[151.20647607366809,-33.856469887946865,0],[151.20644410881582,-33.85648612447229,0],[151.20639921412413,-33.856519236600164,0],[151.20633357944533,-33.85656898137476,0],[151.20617136568424,-33.85667871928319,0],[151.2059891309567,-33.85681982405177,0],[151.20594742563773,-33.856849964915284,0],[151.20589935492305,-33.85687971050317,0],[151.20557719627524,-33.85704681279795,0],[151.20552989933876,-33.85707852175769,0],[151.2055150019037,-33.85709058111301,0],[151.2054977072673,-33.85710439791964,0],[151.20546108627715,-33.85714103482243,0],[151.20543078657633,-33.857177216449465,0],[151.2054136400486,-33.85721236145684,0],[151.20540301461835,-33.85724384959033,0],[151.20539786252175,-33.85728264150998,0],[151.2053962042488,-33.85733573669046,0],[151.20538811376898,-33.85753885655694,0],[151.2053900308986,-33.85759805446181,0]]}}",0,0,footpath,254,0
"{""type"":""Feature"",""properties"":{""flow"":23.21,""cost"":0,""type"":""footpath"",""fid"":255,""v/c"":0.007736666666666667},""geometry"":{""type"":""LineString"",""coordinates"":[[151.21402847269346,-33.87614071296623,0],[151.2139649827809,-33.87643316648522,0],[151.21395228514774,-33.87649345546754,0],[151.21388575839325,-33.87680207888882,0],[151.21381650104863,-33.87710603795021,0]]}}",23.21,0,footpath,255,0.007736666666666667
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":256,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2098753464072,-33.857284787072956,0],[151.20990217800562,-33.85728089327772,0],[151.20992709095472,-33.857282493205396,0],[151.20996262457948,-33.857293695364454,0],[151.20999138448943,-33.85731467352154,0],[151.2100069852911,-33.857336749439554,0],[151.21001509942013,-33.85736770226046,0],[151.21000977511315,-33.85739882695043,0],[151.20999568586348,-33.857422466678855,0],[151.20996969329295,-33.857444362369186,0],[151.20993921159453,-33.857456965316985,0],[151.20989850949593,-33.85746088759959,0],[151.20987892341336,-33.85745648058717,0]]}}",0,0,footpath,256,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":257,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2098483162273,-33.85744534355048,0],[151.20982585877096,-33.85743116102509,0],[151.20980358124234,-33.857399123523535,0],[151.20979819902774,-33.85736783879007,0],[151.2098062525783,-33.85733678539886,0],[151.2098390755643,-33.857300513777375,0],[151.2098753464072,-33.857284787072956,0]]}}",0,0,footpath,257,0
"{""type"":""Feature"",""properties"":{""flow"":26453.592025141486,""cost"":0,""type"":""footpath"",""fid"":258,""v/c"":8.817864008380495},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20530759894777,-33.86871395104192,0],[151.20598180071667,-33.86864719574539,0]]}}",26453.592025141486,0,footpath,258,8.817864008380495
"{""type"":""Feature"",""properties"":{""flow"":32690.017888983395,""cost"":0,""type"":""footpath"",""fid"":259,""v/c"":10.896672629661131},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2101644199433,-33.87078016544655,0],[151.21005855341005,-33.8707705285813,0],[151.21001156292058,-33.870767955776195,0],[151.20953578813166,-33.870776541371356,0]]}}",32690.017888983395,0,footpath,259,10.896672629661131
"{""type"":""Feature"",""properties"":{""flow"":52561.501038896415,""cost"":0,""type"":""footpath"",""fid"":260,""v/c"":17.520500346298803},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20944684926332,-33.87077832471563,0],[151.20921070432865,-33.870783352470596,0],[151.20835500951924,-33.87080156471573,0],[151.20826402475467,-33.87081098109699,0]]}}",52561.501038896415,0,footpath,260,17.520500346298803
"{""type"":""Feature"",""properties"":{""flow"":56878.69979042257,""cost"":0,""type"":""footpath"",""fid"":261,""v/c"":18.959566596807523},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20701260542964,-33.8708291863023,0],[151.20701453920606,-33.87082908277319,0],[151.2069906941207,-33.870830359374004,0],[151.20696494658105,-33.87083226238188,0],[151.2069303528085,-33.87083404901311,0],[151.20689539453804,-33.87083745886715,0]]}}",56878.69979042257,0,footpath,261,18.959566596807523
"{""type"":""Feature"",""properties"":{""flow"":32490.463022431868,""cost"":0,""type"":""footpath"",""fid"":262,""v/c"":10.830154340810623},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2050346462371,-33.872828081115614,0],[151.2048154396121,-33.872843498358066,0],[151.20465442187424,-33.87286494060907,0],[151.20451121556164,-33.872901129273565,0],[151.20427188105168,-33.87300752399116,0],[151.20416604259322,-33.87304535097319,0]]}}",32490.463022431868,0,footpath,262,10.830154340810623
"{""type"":""Feature"",""properties"":{""flow"":13143.238730900268,""cost"":0,""type"":""footpath"",""fid"":263,""v/c"":4.381079576966756},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20547442465974,-33.87625206747794,0],[151.20541143532108,-33.87578114092449,0],[151.20537424184215,-33.875508887872314,0],[151.20520067125145,-33.874241348611235,0]]}}",13143.238730900268,0,footpath,263,4.381079576966756
"{""type"":""Feature"",""properties"":{""flow"":16416.6874354696,""cost"":0,""type"":""footpath"",""fid"":264,""v/c"":5.4722291451565335},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20586102063967,-33.863331805197454,0],[151.20597334927203,-33.86333832559031,0],[151.20631286472567,-33.8633586727384,0]]}}",16416.6874354696,0,footpath,264,5.4722291451565335
"{""type"":""Feature"",""properties"":{""flow"":4292.974680305026,""cost"":0,""type"":""footpath"",""fid"":265,""v/c"":1.4309915601016752},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2064022383906,-33.863364122145576,0],[151.20666734437287,-33.86338083556511,0],[151.20713560045235,-33.8634341173895,0],[151.20720826994432,-33.86345329790857,0],[151.20727257926384,-33.86347631822658,0],[151.2073338034136,-33.863508152307034,0],[151.2073476785368,-33.86351869456906,0]]}}",4292.974680305026,0,footpath,265,1.4309915601016752
"{""type"":""Feature"",""properties"":{""flow"":4200.368492828818,""cost"":0,""type"":""footpath"",""fid"":266,""v/c"":1.4001228309429392},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20466864304112,-33.86412674922118,0],[151.20463895326012,-33.86389181169207,0]]}}",4200.368492828818,0,footpath,266,1.4001228309429392
"{""type"":""Feature"",""properties"":{""flow"":7122.492805477676,""cost"":0,""type"":""footpath"",""fid"":267,""v/c"":2.3741642684925583},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20463895326012,-33.86389181169207,0],[151.20462047634652,-33.86373403827916,0],[151.20461523202763,-33.863609230657886,0],[151.2047531083474,-33.863372375657555,0],[151.2049009669234,-33.863335636775936,0],[151.2049754793653,-33.863342536310896,0],[151.20508763660288,-33.86336889088574,0]]}}",7122.492805477676,0,footpath,267,2.3741642684925583
"{""type"":""Feature"",""properties"":{""flow"":5690.6754213520435,""cost"":0,""type"":""footpath"",""fid"":268,""v/c"":1.8968918071173477},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2052072217187,-33.86340647213199,0],[151.20528586938545,-33.86350909418602,0],[151.20536597503815,-33.86360528078754,0]]}}",5690.6754213520435,0,footpath,268,1.8968918071173477
"{""type"":""Feature"",""properties"":{""flow"":2867.49,""cost"":0,""type"":""footpath"",""fid"":269,""v/c"":0.95583},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2039776637448,-33.878008082925206,0],[151.2036779093472,-33.87797167818505,0]]}}",2867.49,0,footpath,269,0.95583
"{""type"":""Feature"",""properties"":{""flow"":1664.257504260653,""cost"":0,""type"":""footpath"",""fid"":270,""v/c"":0.5547525014202176},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2036448029344,-33.87796740862781,0],[151.20329793799903,-33.877918306356925,0]]}}",1664.257504260653,0,footpath,270,0.5547525014202176
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":271,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20381335891804,-33.87935116952954,0],[151.203739193406,-33.87875028204271,0]]}}",0,0,footpath,271,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":272,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20373481273742,-33.87871434682428,0],[151.2036448029344,-33.87796740862781,0]]}}",0,0,footpath,272,0
"{""type"":""Feature"",""properties"":{""flow"":0,""cost"":0,""type"":""footpath"",""fid"":273,""v/c"":0},""geometry"":{""type"":""LineString"",""coordinates"":[[151.20319832308408,-33.87762621285763,0],[151.20286136422837,-33.87759727091574,0],[151.20275897893782,-33.877590822040304,0],[151.20237856587931,-33.87762564359418,0]]}}",0,0,footpath,273,0
"{""type"":""Feature"",""properties"":{""flow"":27227.77027169014,""cost"":0,""type"":""footpath"",""fid"":274,""v/c"":9.075923423896713},""geometry"":{""type"":""LineString"",""coordinates"":[[151.2086160872678,-33.88238584966779,0],[151.20857780390898,-33.88258356356889,0],[151.2085565152652,-33.8826960656687,0]]}}",27227.77027169014,0,footpath,274,9.075923423896713
